txid,script,n,entropy_source,Open,High,Low,Close,Volume,Timestamp,script_len,pubkey,r_scalar,s_scalar,z_hash
e4846c82cfb836f0914a143ee14887c98d731b351815fb4a381bf7d7fe33c756,304402200da90a49132d1c445616af8f61a23bf81d21f5a21af1406e6541247cb54db92202205468782e00bc115eee6516f3b4a1d0ac9cf6d60a205b81f058be4043e7931e3901 0237c2c2abe6555506bd80ffa0429bf9f9b02a77cfb718dc611e133a7c397325b5,6,blockchain,,,,,,,25,0237c2c2abe6555506bd80ffa0429bf9f9b02a77cfb718dc611e133a7c397325b5,da90a49132d1c445616af8f61a23bf81d21f5a21af1406e6541247cb54db922,5468782e00bc115eee6516f3b4a1d0ac9cf6d60a205b81f058be4043e7931e39,0773c68033469b4eef7ea80c87d65abfecb0dad3c9505da505ffd89bad11a20a
b04f4f2fdc891676113b40e7d50d71ca4bf63edcbc482b09f46f11d2e984d3a7,3046022100ed1d4b58399278ca6126e8c6f1bd82d4678921799e6051186d401b9ac3881173022100fd745d61cb03ba4b80674b75396c8a980d3593d775a12d1c2e738712bcf5393d01 0234de79040ca0e1a73aed6a41f42e08d092a0116471594ada851e6b3b876723ec,6,blockchain,,,,,,,25,0234de79040ca0e1a73aed6a41f42e08d092a0116471594ada851e6b3b876723ec,ed1d4b58399278ca6126e8c6f1bd82d4678921799e6051186d401b9ac3881173,fd745d61cb03ba4b80674b75396c8a980d3593d775a12d1c2e738712bcf5393d,b96e053ea78eacca06c54b1a4dd36f1089d6d6d644f98dbc4c17ac381b0c7177
6d6fd02290b0158cad0c95b4a5e01242d76e4cca2d558bfb7ef9966aed1ed120,3046022100be482390f3b93abad6181aa0f092aa675a25b358619e587b2dcf557606e04a6a022100e6d37717625c35f98542380ee6fcfa157e4cf01c641cf46840e491279703fdb801 039803767d02b6913965c29ff47f046088bf0f2db36124e9db2b6a4dcfbda33122,1,blockchain,,,,,,,25,039803767d02b6913965c29ff47f046088bf0f2db36124e9db2b6a4dcfbda33122,be482390f3b93abad6181aa0f092aa675a25b358619e587b2dcf557606e04a6a,e6d37717625c35f98542380ee6fcfa157e4cf01c641cf46840e491279703fdb8,90381df4aa0e570b2b66226e8d0711eef44677145a168c1faba97f9cc6a2a5a2
765f0f433575ad8fcbdda8a87d6971305a56bf4fa79d230b044b4f349ddf41b8,3045022100b094b214100d5da85248a69f167339e1769529c829141ccc64e855daa8322fd0022059e99a582d91d1394e0c23bf91c40fbb46f4ef22b2180213b7232aaa36f87ccc01 0234a75af3a7dbd5d46d2622fb00d3b8414e3fd21dcc8a54c5be2ea9a1ff3d5d99,6,blockchain,,,,,,,25,0234a75af3a7dbd5d46d2622fb00d3b8414e3fd21dcc8a54c5be2ea9a1ff3d5d99,b094b214100d5da85248a69f167339e1769529c829141ccc64e855daa8322fd0,59e99a582d91d1394e0c23bf91c40fbb46f4ef22b2180213b7232aaa36f87ccc,1b49b364bd1c4d04cc65a1137079c03d149febd72a84aabef4d5d96832df94c2
f416845f13dafcbb7ab0b8c259cf22dd97cf3daae7b62c39085951125291af09,3045022100a22394a89577def05ddacb19be8679afe71d1c324420263426e6f698737a45dd0220626da0804c75570c73a3febfcf4088e4b4ec918f666942fa82923412aa8bf1b101 03a9549e7e05c1a1741e76adbcf9266502a456b4f078648a076dd066c940a2258b,7,blockchain,,,,,,,25,03a9549e7e05c1a1741e76adbcf9266502a456b4f078648a076dd066c940a2258b,a22394a89577def05ddacb19be8679afe71d1c324420263426e6f698737a45dd,626da0804c75570c73a3febfcf4088e4b4ec918f666942fa82923412aa8bf1b1,2fab914c00f347c076fd02f055e90f1e6e18fefcdf46b0976b750f33ffba9d83
cac3fba1e9b567e9bf7df420aa9150e1520ce6d9dcf10b0b0eae6bde85599fbb,304502202d62d2f0ce7c6961111c0bc71c79f2fdc026a85cb9636322362782b82406846b022100d1592d0bb43738c5f9a48fa9d6c7f264d224f72684ed9f6a951728ec632546a201 0254205f129c6c4fa2041c186a723203a49cf93e5a72b76b171dde0e26c0f8cb7b,0,blockchain,,,,,,,25,0254205f129c6c4fa2041c186a723203a49cf93e5a72b76b171dde0e26c0f8cb7b,2d62d2f0ce7c6961111c0bc71c79f2fdc026a85cb9636322362782b82406846b,d1592d0bb43738c5f9a48fa9d6c7f264d224f72684ed9f6a951728ec632546a2,bcbfac204627e851443f6760d416680e00d4dbb98edb4830137558efb04fbce2
765ac4044a50968dd15aca955f533e353b7c679eeb524bdf9cae6969831f6226,3045022036320a5af01f882463a37645ec50e2321e7a2c7b2844eb395298aeac316c5cee022100babb1423b7708ceab8e7d87773802b71ed1773cb75e539bd1e8a1df4f06bbfe501 02ef89716acda510e9b9a1a27221e4b720c684f483fe100af0cb74ce03701eed64,8,blockchain,,,,,,,25,02ef89716acda510e9b9a1a27221e4b720c684f483fe100af0cb74ce03701eed64,36320a5af01f882463a37645ec50e2321e7a2c7b2844eb395298aeac316c5cee,babb1423b7708ceab8e7d87773802b71ed1773cb75e539bd1e8a1df4f06bbfe5,c085add7f0f01fc88dd782b48e7ac45364e174b174d209480054c250bfe700a3
5ff4d605add532f982680d9d0423c3f18ea746d207fc4eae40f3d1b1f45821fd,3045022100acc2ddabdc85bc1daa248553b8743f56b078cda0c01aa4665f13a7f202e7ba63022043745a8083f9efc64d86c2c1f4e159a8bd5010bbfc38be5fcccefa40527f1e4a01 0213ff07d83dbee5cb282169c58cf11ab2041d371630062a0a6643b71b3229140f,6,blockchain,,,,,,,25,0213ff07d83dbee5cb282169c58cf11ab2041d371630062a0a6643b71b3229140f,acc2ddabdc85bc1daa248553b8743f56b078cda0c01aa4665f13a7f202e7ba63,43745a8083f9efc64d86c2c1f4e159a8bd5010bbfc38be5fcccefa40527f1e4a,d205aca9b5b35f99fc9afd8c18022d4ee43142d8e92dcff5bfcdb1680aac380f
1bdfd0eaaed20bde29894dcdcfb3d405f72f449d651af19a115b958d5fc2ca2d,3044022046b47d25a1a9cc4a43c8290bf5d975305cb3c34cc47e8f0b0bd8a229ed4b405c022054395bb2c2f03fa1ff90fe0b9965af1663b8f00108baab45235dffeb76d3906501 02c69b3ed74256a48cc508f2b2471fe09d2e059bda1a1da81d09d86c0cd7e4c810,2,blockchain,,,,,,,25,02c69b3ed74256a48cc508f2b2471fe09d2e059bda1a1da81d09d86c0cd7e4c810,46b47d25a1a9cc4a43c8290bf5d975305cb3c34cc47e8f0b0bd8a229ed4b405c,54395bb2c2f03fa1ff90fe0b9965af1663b8f00108baab45235dffeb76d39065,49a46676be7cbf54bf4e90a37f1bd0ebdd49a1e00e5cdb783fb3007672581ab1
73f4ccac6af6c2cae618e3cf7a38800df02422c690b1b02b7b2c305909eaf2ac,3045022100bd8daea93f47422e3cc7fd13a15bb7be3f4576fdc13dba2170b9cbfbc6a7e27102207eba6f5ccdc33025d4c451b6828f8f4fb9b4ee00700f070f54ab1f086d7df41801 02e948096978fce49e79bb8bdf50a8c864166b056bcbcfd8ec9dd238153dd3ab44,7,blockchain,,,,,,,25,02e948096978fce49e79bb8bdf50a8c864166b056bcbcfd8ec9dd238153dd3ab44,bd8daea93f47422e3cc7fd13a15bb7be3f4576fdc13dba2170b9cbfbc6a7e271,7eba6f5ccdc33025d4c451b6828f8f4fb9b4ee00700f070f54ab1f086d7df418,d35979852d86e298d862d5a4c8d0981045de4bbb5e44b77d8664be2604df8c2e
769e66ae136ed3c7fb2de29e6f9a0a37908474a526aefba68b3103b34298afad,3045022026e44ab29f28a40cbdd2c017aece4c9a2df27d35eab295095fb3baf2f8a704cd022100b525dda48dc01cadc3005cd9ef45e2a3c02790cd5f8664a5f0b8ad2fb9c57e0a01 036fb6dea0e670bd26e36116a6b8c9a1b9ac5925587350f4db0abdcd9b74f4a57d,6,blockchain,,,,,,,25,036fb6dea0e670bd26e36116a6b8c9a1b9ac5925587350f4db0abdcd9b74f4a57d,26e44ab29f28a40cbdd2c017aece4c9a2df27d35eab295095fb3baf2f8a704cd,b525dda48dc01cadc3005cd9ef45e2a3c02790cd5f8664a5f0b8ad2fb9c57e0a,c8d71e303d1661bc06fa13b64ac61dd7d0a33ccf67b31a77cb48718ca981bee3
11ff7a34956d9644bb2ea1256c155b54b168a3209206117f93a1b319760e63a7,3044022036a9688af305bbe889ce8a2e1ae780e899f89b1489db4732fb4ae22d4088e1f9022044db0a2ea90ae121ecc403cff21f6224f9e768d40ff6e5b77cc4dd2c3c29ba1001 03ae87d17e4998861dbcfc92331eb898cd388587f1d584bd2dd692679323b698e0,7,blockchain,,,,,,,25,03ae87d17e4998861dbcfc92331eb898cd388587f1d584bd2dd692679323b698e0,36a9688af305bbe889ce8a2e1ae780e899f89b1489db4732fb4ae22d4088e1f9,44db0a2ea90ae121ecc403cff21f6224f9e768d40ff6e5b77cc4dd2c3c29ba10,58115e0108a1e5ceca8d90019d504fa6a7b9b5eb91cc78f1404eb38b0886fa50
2391a397592de2274d866e523990a86ba12b1fa6ebe61e6fe5702ee1ccea2204,3045022023d86cc3e859251aa2c93b62cc39c913fa1c0921a040cb7c06cb7c18d02ad89a022100813e659ddba74d1648b88abdeef22bd33520eddc31ea8fee9a140d26cbf2214b01 02542f9e5e36bafd4e76fb3a993700e7465feaa17e7c3c94879ecee3321e7258f4,5,blockchain,,,,,,,25,02542f9e5e36bafd4e76fb3a993700e7465feaa17e7c3c94879ecee3321e7258f4,23d86cc3e859251aa2c93b62cc39c913fa1c0921a040cb7c06cb7c18d02ad89a,813e659ddba74d1648b88abdeef22bd33520eddc31ea8fee9a140d26cbf2214b,b7f64865094bee65c89b55b1c11a49665c0fc44aa80d3672b32f57454298337d
aacc0afff630e1093804a6495258686df85668e03137aa4c0e3bda87239fb179,3046022100cd153aa6beb3dae69991c0e328811a7b56e563c0dc553e1df549fad7ff21d801022100e728e167f76dfc3f795340bc80fd707c0a000704894ec960a037a0cef7f46ad801 0269d40c4372d596d031f5778b205c6e834fc0a5ef0e86480395ed57dd31674218,8,blockchain,,,,,,,25,0269d40c4372d596d031f5778b205c6e834fc0a5ef0e86480395ed57dd31674218,cd153aa6beb3dae69991c0e328811a7b56e563c0dc553e1df549fad7ff21d801,e728e167f76dfc3f795340bc80fd707c0a000704894ec960a037a0cef7f46ad8,c28bdf9e17dccba0892f9292ed9ffd2ace52d2550d80bf558ee01719cfbe2e6e
deba8db56f1b52359f7bdb7eef071a438028bcbf279cf4a637d06cb3442a8abb,3046022100d9817595a22c3ef3bfd6d0a85ab6b59864d60a77ad348109fee74775201f7671022100af358b674ddc7acfd5bdc0ddbdb7c6d7a8177a254a793fd5ee2326c29c08763d01 0287c626dc4ef2b61b37bd3738d81e6e5733f820f9e8b1825d298c422a7263701b,4,blockchain,,,,,,,25,0287c626dc4ef2b61b37bd3738d81e6e5733f820f9e8b1825d298c422a7263701b,d9817595a22c3ef3bfd6d0a85ab6b59864d60a77ad348109fee74775201f7671,af358b674ddc7acfd5bdc0ddbdb7c6d7a8177a254a793fd5ee2326c29c08763d,beedc5dd7a47a817d1cd5a4d14e8706665573eee67dc78d16794602e05655180
65eb5a4d60416c3487a7a8ad3dae35448c06c780838fc09e9fcc94d75aae2f9e,30440220031b7a7f473c8458d2ee8ad674a7ee8fc56a056e0e176f9ccaec784ea35af9c70220214d27cd02f06fd0fb8fef971312b2101f5310dbb387e775e402d548a221857101 03416a8562414fa8a89e711da7028de4b7b18f2b5546876c9fdd516d5c1c6e66e1,2,blockchain,,,,,,,25,03416a8562414fa8a89e711da7028de4b7b18f2b5546876c9fdd516d5c1c6e66e1,31b7a7f473c8458d2ee8ad674a7ee8fc56a056e0e176f9ccaec784ea35af9c7,214d27cd02f06fd0fb8fef971312b2101f5310dbb387e775e402d548a2218571,aa05f913b374303b300d0f9f45b20e010fbbaad9c66cd25ac707b3e3f689fd33
ee4c34e39a8bbe1e7ce9efb3ac07d1a7d7a541317068b39e4790c8302c39e3ae,3045022100bfdec5c2c46a07c85c0a6492b7c53ad86f79f1e150ad45923305e48965592d5202200c5c4c8ad872c7ad0566c5e4ef70e793a1eb3c2c3befd4298544cd5833535ec701 03f1618841958e7c2d5aa34cf0b55f09b958d5757793fe1abe949f9ecf3f2d6840,2,blockchain,,,,,,,25,03f1618841958e7c2d5aa34cf0b55f09b958d5757793fe1abe949f9ecf3f2d6840,bfdec5c2c46a07c85c0a6492b7c53ad86f79f1e150ad45923305e48965592d52,c5c4c8ad872c7ad0566c5e4ef70e793a1eb3c2c3befd4298544cd5833535ec7,ec2a2fa3adf8e7a1e256bf47edbfcb803e8edc2024c28022e0ea5fad8a8dda4a
e08fee380072e886bf312a131fab051da9d33687797619541b0e4c907ce750d8,3046022100a95bd333c47b95c9b5aa2f220b09aefa2c5be5e51a6790de276779fe6e284094022100a3b178899bcbca6e06afe46ff57af93aad0748c4e23aa7e5a8ff17d75c82b5b401 032e19b26a9015287d6069f4139c7580c9bd47ccb3d3304939f223d3571343d342,0,blockchain,,,,,,,25,032e19b26a9015287d6069f4139c7580c9bd47ccb3d3304939f223d3571343d342,a95bd333c47b95c9b5aa2f220b09aefa2c5be5e51a6790de276779fe6e284094,a3b178899bcbca6e06afe46ff57af93aad0748c4e23aa7e5a8ff17d75c82b5b4,e8c839cf116ec1734974bc5bd6861744e1d8806d6bea3158922b430e2ea498a9
94b33689996e9f795250850163f716b06133cf950f48ef70f27e3caa0801916f,304502210085e06e9c191d51fea9e4ae7029f976d5b77c83853e160e494c6430eec63e69c4022025c3a9ab0b52f30c47df30d74e757c2b5189215291841de03d8d0d25e523dc1001 033d02e65c007ad847a54fbc5b88fa4874e6ae9feb3d67dd17a6130f7450d8fafb,7,blockchain,,,,,,,25,033d02e65c007ad847a54fbc5b88fa4874e6ae9feb3d67dd17a6130f7450d8fafb,85e06e9c191d51fea9e4ae7029f976d5b77c83853e160e494c6430eec63e69c4,25c3a9ab0b52f30c47df30d74e757c2b5189215291841de03d8d0d25e523dc10,d192e07a106faf8341a24caa985dcad2ecd5f1fb594165ddf127bc238c93b839
7a5d0801cb0c37bf985ba8a2d509204e68a0315913ca71a3f4db0d4f881c51e8,3045022062e1fb322c3ffb4d932955e5c96c57ef7a33a63c974796073d67840760a410d2022100a47779533e6b45cbe95a218d126550592a619e0b2dc50a4aa40bf982dc93941001 0310b398f2ef576d909fc0d96a608fcc6463a9187b24f0b827ca9465ed97270a9b,1,blockchain,,,,,,,25,0310b398f2ef576d909fc0d96a608fcc6463a9187b24f0b827ca9465ed97270a9b,62e1fb322c3ffb4d932955e5c96c57ef7a33a63c974796073d67840760a410d2,a47779533e6b45cbe95a218d126550592a619e0b2dc50a4aa40bf982dc939410,ce97bf7c866a2b7b4126e1d261ecbfc0654d42dee85c4e09eb7c5a4c8cb67e18
b3a45549381a194fd2439a2e21c23d40add29c25f871b384756128206c2f3d46,304402206d9e0cbfed0b32a3086200da994c3d9483be8b4b34c1a0ec35655bceeed62a1102207fd0596b35461cd080e8539e39333d4acfe7e0284734b5a3f1a11d9c73ffe21601 027113054123c31ab59865ab57927d7b275c144d7fd2dc4e59e3c9f8f11ceaae3b,2,blockchain,,,,,,,25,027113054123c31ab59865ab57927d7b275c144d7fd2dc4e59e3c9f8f11ceaae3b,6d9e0cbfed0b32a3086200da994c3d9483be8b4b34c1a0ec35655bceeed62a11,7fd0596b35461cd080e8539e39333d4acfe7e0284734b5a3f1a11d9c73ffe216,5fb97c66e5adba2a87f9b541c7e55aefe8098cdc8d645424d407dde8b1ce3927
1526c49e98f170457bbd21898a0e6249c8f60123a5830841b165258ad4d68f76,304502203c208306c91631fb9a1528c55b0c75cdef5c9f6171f208ac3f3a3dcee77e5ac4022100920ae90166f574b833478038e97fdfad7d9b88fd11eb81c991a475199c8725f701 0277fcd8ff4afd6bdc1851271ca89392d2a6b7a8b4e09f067ee17bfb25d4bc87e6,7,blockchain,,,,,,,25,0277fcd8ff4afd6bdc1851271ca89392d2a6b7a8b4e09f067ee17bfb25d4bc87e6,3c208306c91631fb9a1528c55b0c75cdef5c9f6171f208ac3f3a3dcee77e5ac4,920ae90166f574b833478038e97fdfad7d9b88fd11eb81c991a475199c8725f7,6d6e65ebd96122c0847d0de05fa161377ff537310b011baccae1b6dafbe0c344
feec265fe65146b9671da5e1772c521335c253fce580bd603db10426fc28b70a,3044022005addbc59e13fe1e07f993137448c5b4c37ee9f4cfe7590d2e8f8de42efe996802204c684e82c277282a08ae174214a1638939c07729450fad05e4681b17bccb55a701 02c98ddbe89fa1da32b404af1a17c3db0374f0c029044d392c9ed7ea9d1ba422c2,7,blockchain,,,,,,,25,02c98ddbe89fa1da32b404af1a17c3db0374f0c029044d392c9ed7ea9d1ba422c2,5addbc59e13fe1e07f993137448c5b4c37ee9f4cfe7590d2e8f8de42efe9968,4c684e82c277282a08ae174214a1638939c07729450fad05e4681b17bccb55a7,b8b3d95765bb1d2f20691b6d331948560fe2cea3d99d909fe0e65ac8c7bae407
7004412be7c48e46ada801191889736a178e242150b5b299e74b241bc198c8c9,304402203dfcd78d1c17d428eee47839549b37d432b647b465cbaa7e7678d629b82300a9022048a2fc4389fd849eaeaa66357a2ab8c3eb1f6a556113469ebfea591b872fd53501 0260e080a2f2c2e35bb8ec512add504785ea6e63b3fa78446a4cea1d1707c89946,3,blockchain,,,,,,,25,0260e080a2f2c2e35bb8ec512add504785ea6e63b3fa78446a4cea1d1707c89946,3dfcd78d1c17d428eee47839549b37d432b647b465cbaa7e7678d629b82300a9,48a2fc4389fd849eaeaa66357a2ab8c3eb1f6a556113469ebfea591b872fd535,a48a9591086a6a07a997e08a37448844b0e161782e8a8a7ae358c5f38a397e35
ba620c3101da93a6556769be4be52407bca4e0368d76b369cde44d0cc1e0c3f6,304402203777b56867ce56ae3b4fcce5aa40a088e1051bc28628781d1a08ff4476111c9f022013acdfcfbb7e0367a9f6320c68b0a18f054905b434e3542d330e44a629d7e2be01 0317ecb8bb2f80cca651a67b17804631ac5e925917c8490c95b34b514b6db3c7ee,3,blockchain,,,,,,,25,0317ecb8bb2f80cca651a67b17804631ac5e925917c8490c95b34b514b6db3c7ee,3777b56867ce56ae3b4fcce5aa40a088e1051bc28628781d1a08ff4476111c9f,13acdfcfbb7e0367a9f6320c68b0a18f054905b434e3542d330e44a629d7e2be,08ec779c2cf731703354a88ebc21a02e7dfa7a76babb5de934158f5b8c0824ef
614caa35c36fd0cecaf9e8acc71a2e80cac3bd5a9c9489a88e7cc01bccfe77fc,3045022041696463f7cf88d2654675044ef596dc67796a6300535eeafb25830d75c08dc6022100833db1a7ee3af52f8a5e4e5a9ebb58b6c5291ab41bfac47adaabffecbc122ca301 037d6005d95136ae08d0ba031658b9af6cf8a35403b2ae6e5fb9d479917b57d9e2,4,blockchain,,,,,,,25,037d6005d95136ae08d0ba031658b9af6cf8a35403b2ae6e5fb9d479917b57d9e2,41696463f7cf88d2654675044ef596dc67796a6300535eeafb25830d75c08dc6,833db1a7ee3af52f8a5e4e5a9ebb58b6c5291ab41bfac47adaabffecbc122ca3,858b54d723f9089c1360a4e59d1454f39c686c4d9fcb09191a9778cd1713fbb1
6659d89690edce0a60832b40f17a444901feb9ec869e8a0bb62eda2c1c4d05e9,3046022100d75c20d7d16e949115d9a834c9591d0f5e0d28f065e5bb751d801ac694c614d4022100f5bd870874c2fb6fdefd27c7bc7599f6c82b94fd9615237361ca1865eb9169a901 034f0c6b772085db36e8731ddfe65f2f8cdb04ccdea7330d2c6bed26368e14b1b1,5,blockchain,,,,,,,25,034f0c6b772085db36e8731ddfe65f2f8cdb04ccdea7330d2c6bed26368e14b1b1,d75c20d7d16e949115d9a834c9591d0f5e0d28f065e5bb751d801ac694c614d4,f5bd870874c2fb6fdefd27c7bc7599f6c82b94fd9615237361ca1865eb9169a9,f329a60ef04292dd900aa7f33b2e95e09c7e0d2e6f1bb8bfe50a18b21604db24
1307f548d3abe896ba92138d1d5c34223082c7376edd1d62916482c9408e9cfb,30460221009a06ff2186254dd5a2174c6ba3294e2aca010f3e7c969a22ce81880b918ac547022100c86f291ad78d20464859db9879b9230525f25700c28221a3ee8305546f3943c001 02ba13fb05952957ca29b5c1ca7eae8b0530736d777b3e782109ba60d6fb319f36,4,blockchain,,,,,,,25,02ba13fb05952957ca29b5c1ca7eae8b0530736d777b3e782109ba60d6fb319f36,9a06ff2186254dd5a2174c6ba3294e2aca010f3e7c969a22ce81880b918ac547,c86f291ad78d20464859db9879b9230525f25700c28221a3ee8305546f3943c0,784b193ac60e700af1d5d91d718a40de422c6060a9a2444188f6960f313c824f
c425d70e796d7b603b5ff2b85722459755d6f749a89bf7f22ef5cc9836cea15b,30450221009c10e8765c1cea7ada451babb09f2e1db72d7c694eca4422752fd01388ffdfb802203b735f39adef1d49012374ca9315dba6c49278f8dd9468a1b0bf9c08f291790101 03b65782e88006008b7ae8d2e45a2b614ce45c8d738157b43ab831dab2e5927f67,6,blockchain,,,,,,,25,03b65782e88006008b7ae8d2e45a2b614ce45c8d738157b43ab831dab2e5927f67,9c10e8765c1cea7ada451babb09f2e1db72d7c694eca4422752fd01388ffdfb8,3b735f39adef1d49012374ca9315dba6c49278f8dd9468a1b0bf9c08f2917901,22447f51304aaa98c95bd3255ca3678b89c7f78805e5e3aeb3810d7ad24d3d91
2e49bc23a561417102b2e4d20ac1d6b20a7d14ddc0d6d362483d2d30e37c3f5b,3045022100bb7f9fe43e627f189b0a1eca9d812563fc7a28f41b1417f9bbe3a5a17eb77ca402201edca224ecde2f3e3914d4fd3ae6d82b0b90dc6acfca3e603cd0ebdcb6ab1f4601 03baafbc0b02e5ee67b1c72e8d6117f4ef08a0bae1d6cd579d75bfa0857a263c75,1,blockchain,,,,,,,25,03baafbc0b02e5ee67b1c72e8d6117f4ef08a0bae1d6cd579d75bfa0857a263c75,bb7f9fe43e627f189b0a1eca9d812563fc7a28f41b1417f9bbe3a5a17eb77ca4,1edca224ecde2f3e3914d4fd3ae6d82b0b90dc6acfca3e603cd0ebdcb6ab1f46,61f929821457143001ca2bfa7d1ed697c4e330c9a0bcf53c1bd6e069118003ac
fa071ae0fdbcebe4f03ce87704528e0b0021a68716f0de82d4f407a7f96e86f7,3044022073b5b2783e2fd330ed17ee5732a5e3bdf86012562a1d4729b6204302c73bd4c5022003ae0fb89b82e0cd271e5cadcec6e6fb2cbd84cecb6c613298a1fc5570c0794d01 0207b6b734b60a303e004bb8214aedbf107bd9b56d659a3827143b9c6144ec1f77,6,blockchain,,,,,,,25,0207b6b734b60a303e004bb8214aedbf107bd9b56d659a3827143b9c6144ec1f77,73b5b2783e2fd330ed17ee5732a5e3bdf86012562a1d4729b6204302c73bd4c5,3ae0fb89b82e0cd271e5cadcec6e6fb2cbd84cecb6c613298a1fc5570c0794d,99edd60fa615d461b747c6624aeb53250aafab58ecab43c6c235bd41631a3f1a
8de4c019ede7444c9272d14fb2befa63c153cbf5d560b0a2b456ccdc772ef666,3044022016dbea053042bb383fe6571552e332c3b852d2750b14b3b8762c97c00f320def02203c6b1fb4402f73813b0c6b4e2c7ce3863bbf9c7440a498642babf7f9f4efa23801 030dab0a489fb203ebba0366ff91f27ebafbd25b987213017f0951e8e8d7b11574,9,blockchain,,,,,,,25,030dab0a489fb203ebba0366ff91f27ebafbd25b987213017f0951e8e8d7b11574,16dbea053042bb383fe6571552e332c3b852d2750b14b3b8762c97c00f320def,3c6b1fb4402f73813b0c6b4e2c7ce3863bbf9c7440a498642babf7f9f4efa238,a0dcafccf06b07a55e790924f9e64e7e7b0740ae5b566f1c8071f5cb8f32e621
f5bab007a09422b3abdd273b52c474506c643c86b2540e21071d6f1e28186d98,3045022078816f94708742f4f906559814e2051b341dd35494acf54971c533bc5edbd488022100a4baa3f1dd943d1bad39f5414ccfe23e355f7864a349db58b4e2def56ddabb4b01 034d3d6a7f7e4449917a59aadc575819d4c68fd305a94b668600ebd2dfdf1787a1,6,blockchain,,,,,,,25,034d3d6a7f7e4449917a59aadc575819d4c68fd305a94b668600ebd2dfdf1787a1,78816f94708742f4f906559814e2051b341dd35494acf54971c533bc5edbd488,a4baa3f1dd943d1bad39f5414ccfe23e355f7864a349db58b4e2def56ddabb4b,98385d9194d0b4737e7e971ed0aa34c27f2cbb3741f8d0c4262de96d69003764
ee78e45ae09b5852fc8f8f9ab72f129282a99a1a6c298a4122919a24bb227566,304402203c1780640040a143c232c8146cc7ed96f26884152bffc8b6a7a57d962dd174fe022002e5be0fff40196675effd4c3512d8f103c49a357102a84a89971e5932939fdf01 02aa467536f169535601e23780693359e36ee942ccb2de4c1613ff06edf07cc82b,0,blockchain,,,,,,,25,02aa467536f169535601e23780693359e36ee942ccb2de4c1613ff06edf07cc82b,3c1780640040a143c232c8146cc7ed96f26884152bffc8b6a7a57d962dd174fe,2e5be0fff40196675effd4c3512d8f103c49a357102a84a89971e5932939fdf,61ab2cae7c8b46a84b8b7547867ced8e71782515b0d59623b664ee5ff949645f
355080a1bbd7cde19e4544a3829589f7d36a85aa9d1984f7eda55f615664587e,3044022052b7b5ca12c17ce36bafb597455a9ed5d6299dcbd55b31d4f7c1a4cc8403a7ad02206b5db140251de32620eab05de2217ed7c824d442b34063f4b8382d16cdb481d101 02838d0084c093eba341284db9422cbe21742e97caa6a356e8fdfc36abbfded18c,6,blockchain,,,,,,,25,02838d0084c093eba341284db9422cbe21742e97caa6a356e8fdfc36abbfded18c,52b7b5ca12c17ce36bafb597455a9ed5d6299dcbd55b31d4f7c1a4cc8403a7ad,6b5db140251de32620eab05de2217ed7c824d442b34063f4b8382d16cdb481d1,f98dd322315df83b02d346581af1292fadc378dfcbef3dc454699cb0f64178df
e043b11a7a926756504fd1f9f44f5727e3d672c5163721d76dde6d30decde96c,304402206e2251ff7089c4719847ddbbe91b79744a2c31733ce4686c7dfef8ca941bf3ad02206a7b8596d69dd1102b879e79a14662db71f29770f7205b635da19cf4bf1ffa4b01 028e85bd415b61546b2984c3d46c9c9a8ca6f16a3f31b77fe7409d228dfe8fcbfa,4,blockchain,,,,,,,25,028e85bd415b61546b2984c3d46c9c9a8ca6f16a3f31b77fe7409d228dfe8fcbfa,6e2251ff7089c4719847ddbbe91b79744a2c31733ce4686c7dfef8ca941bf3ad,6a7b8596d69dd1102b879e79a14662db71f29770f7205b635da19cf4bf1ffa4b,9b45458f4f62ac405d6eb9e3d9fe91ce97c955f8ba3ba2d082cc275f846b788c
6bc55bde882c177d44415bc812cf03acf2465658d785abc9eb7fc95df5a9d587,3046022100bfc2f65eaa12064e62614b3553e67a284ee083f01de4a36ba0cfbc105aaf6621022100e3200ea5a3e607fced438d374bcbdebd7d460bae496ff89b0bd3b01d52a331f201 024b45220e8837db6d72d3f5a887f70602cbeb69f318013789dd9fc9ebe5e0ef20,2,blockchain,,,,,,,25,024b45220e8837db6d72d3f5a887f70602cbeb69f318013789dd9fc9ebe5e0ef20,bfc2f65eaa12064e62614b3553e67a284ee083f01de4a36ba0cfbc105aaf6621,e3200ea5a3e607fced438d374bcbdebd7d460bae496ff89b0bd3b01d52a331f2,2104fcae2e3d1c9fd9d2fa223c5c550bd142f37404228d0989308dc60cba646b
603538b60a711715f803c1eb13f15083ec6ef00d610e1f35174537d68a0f92f8,3045022100dd6b3e71da98467c3923d2d92094011b3d95f46f595528e8badbd7a23565a2ea0220513d807b6c8a79d6540eee581efce6e362ae74b3b00a360422fc69bfece2681501 028b1d1cd2937893502338739a3a9d41eef0fb3849da7ff12fad98bdf9ceb11cf6,2,blockchain,,,,,,,25,028b1d1cd2937893502338739a3a9d41eef0fb3849da7ff12fad98bdf9ceb11cf6,dd6b3e71da98467c3923d2d92094011b3d95f46f595528e8badbd7a23565a2ea,513d807b6c8a79d6540eee581efce6e362ae74b3b00a360422fc69bfece26815,cfd7d4bdd8a6a8cedab6a39de0ea5b654ad295f33f5876a97cc81f15ac378ebd
